,date,benchmark_excess_ret
95,193312,0.0047728921826071975
96,193401,0.08831581651006236
97,193402,-0.04008516987455931
98,193403,-0.011076525257795506
99,193404,-0.0250176898571641
100,193405,-0.07699469521176426
101,193406,0.019576597221490303
102,193407,-0.10934598426890056
103,193408,0.050527532304254705
104,193409,-0.009789451824563365
105,193410,-0.024144658933014443
106,193411,0.07600152888468342
107,193412,-3.9779054502983425e-05
108,193501,-0.039624392598815034
109,193502,-0.034032827205863626
110,193503,-0.03972493340327584
111,193504,0.08422707141892924
112,193505,0.028475292456710915
113,193506,0.05163427125537156
114,193507,0.07171694218071026
115,193508,0.0216690806550655
116,193509,0.020734290659839956
117,193510,0.065596965212176
118,193511,0.03857556875609366
119,193512,0.04329507075086284
120,193601,0.06529420342696256
121,193602,0.02039095341895756
122,193603,-0.004633206989749737
123,193604,-0.09606486950179319
124,193605,0.03533436459354524
125,193606,-0.0025039539562816022
126,193607,0.06123598675952399
127,193608,-0.006107736325220187
128,193609,0.004340696493445343
129,193610,0.05869513391474622
130,193611,0.027830977973408475
131,193612,0.010886710333635266
132,193701,0.026890258587231018
133,193702,-0.0012143149277848175
134,193703,-0.00662419634150737
135,193704,-0.10166634140577291
136,193705,-0.06354986423726598
137,193706,-0.06797578784663885
138,193707,0.0632226005985304
139,193708,-0.06407095144740031
140,193709,-0.16723850704732557
141,193710,-0.11107950546964203
142,193711,-0.09633619009931474
143,193712,-0.030042528747545146
144,193801,0.00916760150095574
145,193802,0.062240963044400924
146,193803,-0.21757705896369967
147,193804,0.13783340080412496
148,193805,-0.034600592237376195
149,193806,0.2502682544375392
150,193807,0.0853929839508713
151,193808,-0.022912726364243696
152,193809,-0.009246926814840647
153,193810,0.0754199989069568
154,193811,0.04545530174167232
155,193812,0.045526077684631364
156,193901,-0.04630721109091563
157,193902,0.026670158663527357
158,193903,-0.10088489825448502
159,193904,0.0005971770258011821
160,193905,0.06102467042017623
161,193906,-0.05922768094924456
162,193907,0.10648050650107446
163,193908,-0.05450376124684237
164,193909,0.1832224607672069
165,193910,-0.0007097524186098923
166,193911,-0.03231157922236952
167,193912,0.03253621852492595
168,194001,-0.021951472447675615
169,194002,0.01601516871627716
170,194003,0.01941433522474481
171,194004,0.003322717972601387
172,194005,-0.1947433631109915
173,194006,0.07110141949481945
174,194007,0.02404404217033269
175,194008,0.036882144434148494
176,194009,0.02460660650371784
177,194010,0.03461519812154989
178,194011,-0.012813227211502819
179,194012,0.009704399744586131
180,194101,-0.02918963155339838
181,194102,-0.0019847341294479707
182,194103,0.001042578973862595
183,194104,-0.04079599607535646
184,194105,0.015532830403676303
185,194106,0.059862819678497166
186,194107,0.031502956091978444
187,194108,-0.009563046321144136
188,194109,-0.01511866248142506
189,194110,-0.049535091248032286
190,194111,-0.0173055314292591
191,194112,-0.04603312164399694
192,194201,-0.005152179621590867
193,194202,-0.03175944163694725
194,194203,-0.07224480058830215
195,194204,-0.050968403892898695
196,194205,0.03537094288109363
197,194206,0.00818703792208033
198,194207,0.00695958868054888
199,194208,-0.010365786149106637
200,194209,-0.0017818732486959885
201,194210,0.04142925023407613
202,194211,-0.02234462772765715
203,194212,0.02426767346124345
204,194301,0.04407370762541266
205,194302,0.031732253420491074
206,194303,0.03491893037449992
207,194304,-0.020489767408375423
208,194305,0.029545290346032666
209,194306,-0.010206764413957218
210,194307,-0.07317269230924107
211,194308,-0.015061174175863671
212,194309,-0.005351333233431531
213,194310,-0.04032269159871159
214,194311,-0.08647743279571184
215,194312,0.035121559199049183
216,194401,-0.011292409361671444
217,194402,-0.025713296896806286
218,194403,0.005306603239931949
219,194404,-0.04505118175246169
220,194405,0.022123216687965436
221,194406,0.030048748131527858
222,194407,-0.044118901818428986
223,194408,-0.013404868410709802
224,194409,-0.018340928580744847
225,194410,-0.026849705844165184
226,194411,-0.01278618252138832
227,194412,0.022501874073358685
228,194501,-0.008589957975909434
229,194502,0.04619619025398536
230,194503,-0.056808643354492386
231,194504,0.05029456092470496
232,194505,-0.010115917567935744
233,194506,-0.013644139745046531
234,194507,-0.049633469557800375
235,194508,0.035237604253497486
236,194509,0.0202469084769255
237,194510,0.01117511351866904
238,194511,0.03827372552893197
239,194512,-0.013972553556177774
240,194601,0.03682141003214491
241,194602,-0.08551570340325972
242,194603,0.03310826010906474
243,194604,0.01525054994937834
244,194605,0.012984163736749004
245,194606,-0.06627916075856954
246,194607,-0.053296414180896944
247,194608,-0.09114465157206343
248,194609,-0.12564643765827233
249,194610,-0.041795197066203174
250,194611,-0.0252854883082274
251,194612,0.024114712319643662
252,194701,-0.01464791259160694
253,194702,-0.03898646998096344
254,194703,-0.04350941125372788
255,194704,-0.07259157942747096
256,194705,-0.03557732658823948
257,194706,0.026218542294562865
258,194707,0.012438849821497977
259,194708,-0.045913551175343924
260,194709,-0.06352826514034071
261,194710,-0.033512140656455275
262,194711,-0.07561346171679274
263,194712,-0.044824769783841485
264,194801,-0.10696436920703926
265,194802,-0.1105116373971107
266,194803,-0.004200465845187577
267,194804,-0.03773659039939422
268,194805,-0.003025068492185355
269,194806,-0.08718344254644135
270,194807,-0.12745527156394434
271,194808,-0.08397432187338193
272,194809,-0.06756230883758993
273,194810,0.023444945941239578
274,194811,-0.12747923835616756
275,194812,-0.0034254499762336964
276,194901,-0.09547976389507122
277,194902,-0.11565740983911385
278,194903,-0.05823370330442581
279,194904,-0.10482123055866963
280,194905,-0.12488650093426627
281,194906,-0.09528281195137253
282,194907,-0.03228157712529477
283,194908,-0.06152992653731274
284,194909,-0.0571095946424801
285,194910,-0.05682736596060268
286,194911,-0.05856385614320845
287,194912,-0.03688111604347908
288,195001,-0.07152365216894803
289,195002,-0.0729776463870726
290,195003,-0.08296191192414483
291,195004,-0.04611065889793392
292,195005,-0.05247624426561726
293,195006,-0.15475492352788323
294,195007,-0.0782930900637027
295,195008,-0.04703195980278081
296,195009,-0.04889822138563712
297,195010,-0.11884338433593804
298,195011,-0.0773548119873948
299,195012,-0.05015672015601329
300,195101,-0.069665868073491
301,195102,-0.08385778135996486
302,195103,-0.12879588608495296
303,195104,-0.07557927309318362
304,195105,-0.13985892996291172
305,195106,-0.14098105985819376
306,195107,-0.05408483035476975
307,195108,-0.08335148946966572
308,195109,-0.10946785325064033
309,195110,-0.17917607523778714
310,195111,-0.10218965335881543
311,195112,-0.08112433927230328
312,195201,-0.13015707597490433
313,195202,-0.14373914029221832
314,195203,-0.06070767961790425
315,195204,-0.16741121119441565
316,195205,-0.09500590681828469
317,195206,-0.1079259228832645
318,195207,-0.13706083870777505
319,195208,-0.15629383639639124
320,195209,-0.17800749580887384
321,195210,-0.1432577602868423
322,195211,-0.038584025679588775
323,195212,-0.12725750678540468
324,195301,-0.1624167867849684
325,195302,-0.14226622786051543
326,195303,-0.19035835235987805
327,195304,-0.1869709741712877
328,195305,-0.16168186308209134
329,195306,-0.19406174918860764
330,195307,-0.12331908064354093
331,195308,-0.21115205370663048
332,195309,-0.15432453332616616
333,195310,-0.08004094715060202
334,195311,-0.04909353905919014
335,195312,-0.1267622056667266
336,195401,-0.05622081634106145
337,195402,-0.05103581850439626
338,195403,-0.03928366356598015
339,195404,-0.041801380326260545
340,195405,-0.017157713780691745
341,195406,-0.04452646048948887
342,195407,0.0025193272843464414
343,195408,-0.07172506630472128
344,195409,-0.020997107039934716
345,195410,-0.08345037737661168
346,195411,0.038083825331178565
347,195412,-0.023614385522377847
348,195501,-0.0713591539500041
349,195502,-0.05719272879206105
350,195503,-0.0970497164452748
351,195504,-0.064819038671658
352,195505,-0.1251932514543706
353,195506,-0.026530292256026582
354,195507,-0.07308514254111337
355,195508,-0.15323222883315227
356,195509,-0.15877874745509477
357,195510,-0.20554433368064493
358,195511,-0.09394438078362453
359,195512,-0.1617081191126447
360,195601,-0.2462649027607626
361,195602,-0.14823344975727282
362,195603,-0.07523252040945021
363,195604,-0.18027053412533683
364,195605,-0.277516076735516
365,195606,-0.15978145220719078
366,195607,-0.16637044652471017
367,195608,-0.1991413591413972
368,195609,-0.2282012668606022
369,195610,-0.24173104505223914
370,195611,-0.1932573606563224
371,195612,-0.19946484208725054
372,195701,-0.30156190166283237
373,195702,-0.25594870700867706
374,195703,-0.20386039610722037
375,195704,-0.20152823078069723
376,195705,-0.21752093865562666
377,195706,-0.24049914339290548
378,195707,-0.2893249189835931
379,195708,-0.2984453096536937
380,195709,-0.31657747663632646
381,195710,-0.3287118093698273
382,195711,-0.25112963694353146
383,195712,-0.274116112907229
384,195801,-0.2310994500275258
385,195802,-0.13389136725021894
386,195803,-0.053476501682485945
387,195804,-0.04450462704837484
388,195805,-0.08588715272251121
389,195806,-0.00014518087642277305
390,195807,-0.02387947220449149
391,195808,-0.020914249391742815
392,195809,-0.1390210212135091
393,195810,-0.1493331081108537
394,195811,-0.078412484951725
395,195812,-0.16440597783093247
396,195901,-0.2009300694793455
397,195902,-0.17769736312543252
398,195903,-0.21357243628192107
399,195904,-0.15794028896421194
400,195905,-0.19536731179929898
401,195906,-0.2469364572952497
402,195907,-0.21273844650043983
403,195908,-0.1989102002797878
404,195909,-0.3542104833048898
405,195910,-0.2803867137436652
406,195911,-0.23831643670042837
407,195912,-0.309225220220763
408,196001,-0.3941616647542683
409,196002,-0.27291354281983166
410,196003,-0.3585667276719196
411,196004,-0.2022654203741439
412,196005,-0.2306689935415121
413,196006,-0.21414835204273325
414,196007,-0.15091756335701914
415,196008,-0.13598516011841225
416,196009,-0.2148010419018993
417,196010,-0.22116100016781837
418,196011,-0.07931565508324442
419,196012,-0.10770541833255477
420,196101,-0.12318168972293746
421,196102,-0.10240914440730559
422,196103,-0.1669135259915602
423,196104,-0.16106467595945542
424,196105,-0.15328687022092832
425,196106,-0.2249578805682604
426,196107,-0.14684971217163167
427,196108,-0.10953672772313965
428,196109,-0.1854832417044179
429,196110,-0.15801134305477937
430,196111,-0.1020992334570127
431,196112,-0.18620851558663512
432,196201,-0.274514961289861
433,196202,-0.17711934273753033
434,196203,-0.20230058689067554
435,196204,-0.27863958962878876
436,196205,-0.3191413776938683
437,196206,-0.2778989024108382
438,196207,-0.20081362203524164
439,196208,-0.20559083555128918
440,196209,-0.25536270336022854
441,196210,-0.2408299793398286
442,196211,-0.08889346246544819
443,196212,-0.21207255555519153
444,196301,-0.199269469469336
445,196302,-0.25120401562598776
446,196303,-0.19338348874206535
447,196304,-0.19882877360107723
448,196305,-0.21906569984032473
449,196306,-0.24697758277307816
450,196307,-0.268855194937756
451,196308,-0.19496240445687293
452,196309,-0.27905615980528853
453,196310,-0.2567311548653169
454,196311,-0.2723229233408281
455,196312,-0.2637508317901973
456,196401,-0.2708655396768101
457,196402,-0.24197693649096375
458,196403,-0.29129221720795784
459,196404,-0.2805991833105639
460,196405,-0.2398472588285773
461,196406,-0.28321862442038226
462,196407,-0.2782755762503647
463,196408,-0.2899289065629932
464,196409,-0.24800695696225744
465,196410,-0.27976266074631867
466,196411,-0.2851953902678137
467,196412,-0.3034919294095018
468,196501,-0.24108523057138584
469,196502,-0.29398086320055156
470,196503,-0.37076060097100244
471,196504,-0.27490906581746033
472,196505,-0.31208703311908526
473,196506,-0.3963948546625509
474,196507,-0.29281326038578304
475,196508,-0.29964707223732345
476,196509,-0.27542119932061854
477,196510,-0.280274846624462
478,196511,-0.34684928735111054
479,196512,-0.31640974677657524
480,196601,-0.3688079053047085
481,196602,-0.35891895047828404
482,196603,-0.3974707809139719
483,196604,-0.3137939323392397
484,196605,-0.45448823376286157
485,196606,-0.3885105804573261
486,196607,-0.36034296451822456
487,196608,-0.4791197259759002
488,196609,-0.4006774793358915
489,196610,-0.39501105645672846
490,196611,-0.3786609388983866
491,196612,-0.39233543145953165
492,196701,-0.3492256980955998
493,196702,-0.3482436300071256
494,196703,-0.3444297970270717
495,196704,-0.27365626633211604
496,196705,-0.3694911051737342
497,196706,-0.24589604676303012
498,196707,-0.25961808317275314
499,196708,-0.314361269505597
500,196709,-0.28413132582177064
501,196710,-0.41065332450606445
502,196711,-0.34825394894395884
503,196712,-0.2993410686331116
504,196801,-0.43598079492884795
505,196802,-0.41671750879994296
506,196803,-0.36782671114183274
507,196804,-0.3391267014370623
508,196805,-0.4264150914417607
509,196806,-0.41364659194320097
510,196807,-0.4943622151984105
511,196808,-0.40189708525249984
512,196809,-0.3850600317378311
513,196810,-0.4263860897698688
514,196811,-0.36089279276322533
515,196812,-0.466222185847607
516,196901,-0.5325524605712616
517,196902,-0.504193188735794
518,196903,-0.4233148557571802
519,196904,-0.5030859507848747
520,196905,-0.4706608268552028
521,196906,-0.5628646762391395
522,196907,-0.5863421965649829
523,196908,-0.44644614657272025
524,196909,-0.638401272153044
525,196910,-0.5449877358493457
526,196911,-0.5456731094569812
527,196912,-0.6495771900236904
528,197001,-0.669296535088666
529,197002,-0.554614197519417
530,197003,-0.5676282790268193
531,197004,-0.5903018705370963
532,197005,-0.5824047978791309
533,197006,-0.6197691335224549
534,197007,-0.4388783258594692
535,197008,-0.47860014261111083
536,197009,-0.49648204939305507
537,197010,-0.46780428245941047
538,197011,-0.4022945555947377
539,197012,-0.35975512153434946
540,197101,-0.33348082588479255
541,197102,-0.31211531833975786
542,197103,-0.2541645447802044
543,197104,-0.24152805831311186
544,197105,-0.3214560569439901
545,197106,-0.36051026981324874
546,197107,-0.4341236515957101
547,197108,-0.42378401271672966
548,197109,-0.3726319199784405
549,197110,-0.40417387404295024
550,197111,-0.363799801291978
551,197112,-0.2802059747672767
552,197201,-0.2647182624636151
553,197202,-0.215231909952904
554,197203,-0.25651628026971796
555,197204,-0.2807307481882742
556,197205,-0.27363986866604006
557,197206,-0.3053371325867422
558,197207,-0.30455944632894644
559,197208,-0.2460210529011021
560,197209,-0.3414507380159016
561,197210,-0.38450660547675586
562,197211,-0.3170410628756519
563,197212,-0.35160343709594377
564,197301,-0.4540721073682829
565,197302,-0.4342036429809411
566,197303,-0.4567033637997168
567,197304,-0.5607961941338071
568,197305,-0.5147192221144248
569,197306,-0.5064425615297744
570,197307,-0.5896324662434645
571,197308,-0.7242994734814848
572,197309,-0.6333344350867333
573,197310,-0.6415108879172479
574,197311,-0.6591889548734456
575,197312,-0.6157261673737718
576,197401,-0.6289654241651987
577,197402,-0.5696801781710495
578,197403,-0.5756194936791279
579,197404,-0.7845266127504569
580,197405,-0.7775187124949274
581,197406,-0.615380085601872
582,197407,-0.7613734610955768
583,197408,-0.6788903019365702
584,197409,-0.9147667818368563
585,197410,-0.3222007442199592
586,197411,-0.5724620683266998
587,197412,-0.7136786662501047
588,197501,-0.44619030584815056
589,197502,-0.35487653392322244
590,197503,-0.3821627328197016
591,197504,-0.387783862022664
592,197505,-0.38241142514587373
593,197506,-0.35769308742607786
594,197507,-0.5408333506996641
595,197508,-0.49705044723127184
596,197509,-0.565480648079116
597,197510,-0.4909025733915398
598,197511,-0.3740444327533411
599,197512,-0.4875253387474917
600,197601,-0.3486058377659179
601,197602,-0.3402131793725064
602,197603,-0.3663373728184638
603,197604,-0.426142001337472
604,197605,-0.3737157865512724
605,197606,-0.38217852097473454
606,197607,-0.4748196101700188
607,197608,-0.4137887395008882
608,197609,-0.41337415590018156
609,197610,-0.4286289941674476
610,197611,-0.39547377778953174
611,197612,-0.3351668583768779
612,197701,-0.40177726005669323
613,197702,-0.35993877353929216
614,197703,-0.3905843135644074
615,197704,-0.37334791212522345
616,197705,-0.37915683358518215
617,197706,-0.348406916114089
618,197707,-0.4342584688104588
619,197708,-0.4488428440178604
620,197709,-0.4245346167548661
621,197710,-0.5305251311631075
622,197711,-0.4605975698279645
623,197712,-0.48410585968168274
624,197801,-0.5407008902872954
625,197802,-0.47131760707588305
626,197803,-0.4972847237608171
627,197804,-0.4553694850146822
628,197805,-0.49116753506767213
629,197806,-0.5479355544769416
630,197807,-0.49934049718475126
631,197808,-0.5247589086377855
632,197809,-0.6185891165366775
633,197810,-0.759046954256162
634,197811,-0.6734732712267304
635,197812,-0.7532894623004117
636,197901,-0.7272644111178802
637,197902,-0.7533371454464391
638,197903,-0.7516974338712415
639,197904,-0.7933871650945391
640,197905,-0.8310854978737852
641,197906,-0.7625245595384738
642,197907,-0.758157513423612
643,197908,-0.7045198248123786
644,197909,-0.8189580366572635
645,197910,-0.9318779794046188
646,197911,-0.9279283779273444
647,197912,-0.9194710458389882
648,198001,-0.7260078060831382
649,198002,-0.8686064070863414
650,198003,-1.307554159491921
651,198004,-1.2043088848352872
652,198005,-0.7489939218443029
653,198006,-0.5686130662892083
654,198007,-0.4637840819518928
655,198008,-0.6175817010915704
656,198009,-0.7051547605003605
657,198010,-0.921912099797085
658,198011,-0.8348945775561967
659,198012,-1.3338695865262686
660,198101,-1.0804333080739652
661,198102,-1.0481254507376865
662,198103,-1.163276170927899
663,198104,-1.0817256535272568
664,198105,-1.1331372615020605
665,198106,-1.3489814905218482
666,198107,-1.2276587840286595
667,198108,-1.326981739721562
668,198109,-1.2986551691472537
669,198110,-1.14489076487783
670,198111,-1.0161817670091482
671,198112,-0.8952565688100271
672,198201,-0.8165612398374846
673,198202,-0.967249144655304
674,198203,-0.9878574237994925
675,198204,-1.0835632706977385
676,198205,-1.0830928028741265
677,198206,-0.9765689112948186
678,198207,-1.0642623172178078
679,198208,-0.6315022347997732
680,198209,-0.4946831566728784
681,198210,-0.47217866557563487
682,198211,-0.571739612274634
683,198212,-0.6433001465695724
684,198301,-0.6504471020483812
685,198302,-0.5916144073676267
686,198303,-0.589653930516504
687,198304,-0.6293890114376284
688,198305,-0.685577048434167
689,198306,-0.6232099777750635
690,198307,-0.7655791298170476
691,198308,-0.739941175641244
692,198309,-0.7400224417241689
693,198310,-0.770960946902187
694,198311,-0.669687096673878
695,198312,-0.7300338440347508
696,198401,-0.7596336011377912
697,198402,-0.7358855090647419
698,198403,-0.7078698112893497
699,198404,-0.7970470840123034
700,198405,-0.8278862290309214
701,198406,-0.7222709020996663
702,198407,-0.8294700130320409
703,198408,-0.7110076221090808
704,198409,-0.8545133015820966
705,198410,-0.9911176270899588
706,198411,-0.7371650826647278
707,198412,-0.6117949879963976
708,198501,-0.5702257104082884
709,198502,-0.561102025018971
710,198503,-0.610493460134969
711,198504,-0.7167512200704681
712,198505,-0.5941092916578049
713,198506,-0.5295751455259408
714,198507,-0.6229294345380334
715,198508,-0.5514487663563097
716,198509,-0.6297894964347774
717,198510,-0.597059384774935
718,198511,-0.5357275075967115
719,198512,-0.6012066356242591
720,198601,-0.546389627369555
721,198602,-0.4492636854107947
722,198603,-0.5392997765367149
723,198604,-0.5258356867813667
724,198605,-0.4330969055745836
725,198606,-0.4962482301643582
726,198607,-0.5650524622067805
727,198608,-0.38112386784413416
728,198609,-0.5266512678658841
729,198610,-0.4008794115229469
730,198611,-0.3653920588446977
731,198612,-0.512302370960296
732,198701,-0.28091025362462607
733,198702,-0.38291362463170897
734,198703,-0.438069715173858
735,198704,-0.4467315920909316
736,198705,-0.3661971988077534
737,198706,-0.42713599411761244
738,198707,-0.4079032792859838
739,198708,-0.4256022833079423
740,198709,-0.46466258195313936
741,198710,-0.7966143062397298
742,198711,-0.4231036741812245
743,198712,-0.3110907654417743
744,198801,-0.2365940643914665
745,198802,-0.4109632035211928
746,198803,-0.4628052467083529
747,198804,-0.445934883519807
748,198805,-0.5016658945560735
749,198806,-0.43846712534181886
750,198807,-0.5114431704865857
751,198808,-0.6158726470180282
752,198809,-0.5749042356761488
753,198810,-0.5786245676081195
754,198811,-0.5810491340154811
755,198812,-0.6089460292816135
756,198901,-0.4765527318446532
757,198902,-0.6303893931362263
758,198903,-0.6422705201136787
759,198904,-0.617794940740811
760,198905,-0.7467325499780164
761,198906,-0.7103980329808499
762,198907,-0.607348014576754
763,198908,-0.7161354858650186
764,198909,-0.6467504134916284
765,198910,-0.6978664320235437
766,198911,-0.6653121461874688
767,198912,-0.582612173552835
768,199001,-0.6332983909498265
769,199002,-0.553505088258788
770,199003,-0.6125102188124042
771,199004,-0.7119853019179853
772,199005,-0.5814938200493729
773,199006,-0.6308694191859996
774,199007,-0.675661689039505
775,199008,-0.740657717507103
776,199009,-0.6399833878812071
777,199010,-0.674288456694824
778,199011,-0.49991350020089415
779,199012,-0.5684865462643228
780,199101,-0.46904388550591014
781,199102,-0.4057665165291281
782,199103,-0.41076696129497575
783,199104,-0.5230522204650241
784,199105,-0.4240745196308193
785,199106,-0.4622909668535162
786,199107,-0.4372948352990235
787,199108,-0.4303270167754804
788,199109,-0.4691359587512331
789,199110,-0.3971487704584094
790,199111,-0.4211383129557735
791,199112,-0.2591422280496197
792,199201,-0.35056712816624425
793,199202,-0.26451673701835243
794,199203,-0.3584144372301434
795,199204,-0.28838084277244264
796,199205,-0.269864566502739
797,199206,-0.3318465791449094
798,199207,-0.26620631042843995
799,199208,-0.2757525634953434
800,199209,-0.24473144823313056
801,199210,-0.21931005183412886
802,199211,-0.19232534655466854
803,199212,-0.2626763525674924
804,199301,-0.21837961022009908
805,199302,-0.20335584350208472
806,199303,-0.2226660769542796
807,199304,-0.2584656412307921
808,199305,-0.18952422880202052
809,199306,-0.2410682678545491
810,199307,-0.2382774654280883
811,199308,-0.20612557819121463
812,199309,-0.2603921254362921
813,199310,-0.1954607411326595
814,199311,-0.2578175124233166
815,199312,-0.21033209939483377
816,199401,-0.21200622162984692
817,199402,-0.23405971872970519
818,199403,-0.3097982154711904
819,199404,-0.2513172106291744
820,199405,-0.2888389151670878
821,199406,-0.33448526023647784
822,199407,-0.24162738744386197
823,199408,-0.3248815057067003
824,199409,-0.3890146775236889
825,199410,-0.3540141225440135
826,199411,-0.40152622188015535
827,199412,-0.4247185029566741
828,199501,-0.38923512272253086
829,199502,-0.3587674135590229
830,199503,-0.4272754588305178
831,199504,-0.4065790214225249
832,199505,-0.4980944014486721
833,199506,-0.43899136014822976
834,199507,-0.41063056949541216
835,199508,-0.4594941675956755
836,199509,-0.3825299043448148
837,199510,-0.46577323039677393
838,199511,-0.3692000125898458
839,199512,-0.4692552111609345
840,199601,-0.3897479981214027
841,199602,-0.3733596399571622
842,199603,-0.3759289390243228
843,199604,-0.4380871467080999
844,199605,-0.38981186638821697
845,199606,-0.3932623561208131
846,199607,-0.4896901064338642
847,199608,-0.3814192331012309
848,199609,-0.3770047885654627
849,199610,-0.3889445656969608
850,199611,-0.3295058079609183
851,199612,-0.4744444352505857
852,199701,-0.37914468120947215
853,199702,-0.37887400958167616
854,199703,-0.4672088435572717
855,199704,-0.36304887933675317
856,199705,-0.4212682352322764
857,199706,-0.32040298523512956
858,199707,-0.3389651277911758
859,199708,-0.45857833575288215
860,199709,-0.37841159917220124
861,199710,-0.44264957264748367
862,199711,-0.34106550939676805
863,199712,-0.4527806545126785
864,199801,-0.41343994128713935
865,199802,-0.31127741887128324
866,199803,-0.3301436314362858
867,199804,-0.4108714047654426
868,199805,-0.413785327787853
869,199806,-0.3571717895464534
870,199807,-0.40079236996563516
871,199808,-0.5655708214047525
872,199809,-0.3781978907745968
873,199810,-0.22745394011750686
874,199811,-0.23861248656624576
875,199812,-0.29847177310817435
876,199901,-0.28410498609464935
877,199902,-0.3741880726843129
878,199903,-0.36970862853781405
879,199904,-0.3096328381601814
880,199905,-0.35942251052009916
881,199906,-0.33846079549276364
882,199907,-0.4051941430735582
883,199908,-0.3839906575066726
884,199909,-0.40196216995072603
885,199910,-0.30009263042133955
886,199911,-0.30828450644342065
887,199912,-0.3126107779433587
888,200001,-0.43003005179890486
889,200002,-0.3489265733757394
890,200003,-0.37505719219830785
891,200004,-0.4889865780706613
892,200005,-0.5166810494078938
893,200006,-0.32242884997399945
894,200007,-0.4826823752877804
895,200008,-0.4088492891084015
896,200009,-0.5356392882272996
897,200010,-0.5584738447789495
898,200011,-0.5793379835916311
899,200012,-0.47024432697934376
900,200101,-0.47808481631663236
901,200102,-0.45395150042324733
902,200103,-0.4751945376259853
903,200104,-0.2941818850092582
904,200105,-0.3092764893745755
905,200106,-0.2965505147938513
906,200107,-0.3040791256590722
907,200108,-0.3650738046106191
908,200109,-0.3427524499127172
909,200110,-0.1833283357243778
910,200111,-0.08291302345850521
911,200112,-0.13460228395536505
912,200201,-0.1481860414291857
913,200202,-0.14023487013763936
914,200203,-0.08474981191749306
915,200204,-0.19802316569098144
916,200205,-0.14122038641667775
917,200206,-0.18753206457853466
918,200207,-0.2123525342572733
919,200208,-0.12553087382854902
920,200209,-0.23442880899917365
921,200210,-0.040309531989369284
922,200211,-0.052290343913541766
923,200212,-0.15869156143333984
924,200301,-0.11974127234724256
925,200302,-0.09991272366085184
926,200303,-0.0848927817911648
927,200304,-0.013827246450441392
928,200305,-0.028355045275384773
929,200306,-0.08214757472316771
930,200307,-0.04708447579785776
931,200308,-0.04582628549767138
932,200309,-0.08557227207912992
933,200310,-0.007816592579017994
934,200311,-0.05513878615541193
935,200312,-0.025157601218846214
936,200401,-0.04466483162736551
937,200402,-0.040695101581294295
938,200403,-0.10230592279707856
939,200404,-0.0914697793086708
940,200405,-0.04343942832032995
941,200406,-0.057646548369834176
942,200407,-0.12819312520478912
