date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
1925-12-31,10401,11850,12060,14541,15069,12079,15456,13792,13434,14496,11041,14736,11404,14904,12749,10575,11703,14357,14218,13717,14533,12706,10145,14322,11666,13549,14955,11957,11754,14066,13522,12183,13573,10591,14947,15368,12909,15130,12597,13311,14891,17507,12394,10495,12378,14509,27561,10372,11260,13733,15325,12837,10225,12503,10321,11199,11340,14154,10241,11471,13928,14613,11674,11156,14429,14621,10989,10567,12810,10831,12431,15341,15472,14058,12941,14082,10428,13063,14568,14250,11682,10364,10786,15499,16109,11076,15421,14760,11308,13725,12546,12845,18593,13100,14111,13477,11092,14138,10807,12116,11148,13688,14795,10006,14912,13872,14808,13880,11658,11009,12730,11287,11746,12968,12191,14605,10890,13442,10604,14963,14285,14402,11789,14592,12458,13178,14269,13821,14090,12124,12570,10858,12896,14373,14656,13661,13637,10137,11447,11834,11527,11252,15245,19334,10487,13143,12482,10233,13223,12175,10823,11025,10196,13864,14234,12140,15800,14146,12976,13370,11922,10129,13987,13119,14437,13303,10479,14859,13207,12888,10524,13215,10161,10559,11535,12589,13338,10719,12466,11375,15210,10153,12490,11033,15309,11826,14103,12327,12917,10671,19318,10970,10735,12095,12386,15480,15050,10284,13565,11359,10030,12538,14824,11367,15333,14744,10102,14875,11949,13397,15077,10313,14461,16029,11463,12044,15755,11543,12108,11316,10217,13426,11244,14410,11885,11965,14293,11500,10049,13741,14365,12335,13135,15093,13258,14189,28513,14867,12984,12781,10452,12271,11607,12036,13274,13485,10743,12407,12677,13047,11690,15640,11973,11164,11498,10620,13389,13610,14074,14779,11981,12861,11906,25486,11105,10380,12351,11594,15392,12343,10874,13784,14445,12255,15261,10778,10698,11439,14031,11295,10065,10268,10612,13979,11324,11877,11623,14488,11228,16280,12319,15149,14752,10866,13952,14832,12239,14728,14525,12087,10022,14664,58368,14007,14576,14314,10081,12474,12829,15384,11236,14453,15085,15018,11586,24475,13039,14162,12650,12132,14883,19473,13151,13012,11391,15165,15114,13127,12554,11930,12511,10209,12263,10516,13645,10292,13055,10356,12423,15034,25566,11068,11180,15122,13805,13901,14381,14242,15317,12300,12001,14349,14197,13290,15106,13450,11762,15405,12925,14277,13098,13995,12159,11893,18227,12765,10188,12685,15237,13231,11113,13944,13346,10540,17873,13418,10057,12634,10751,11121,13813,13629,14226,13530,12618,15528,15464,12562,13493,25435,10348,15288,10938,11201,10110,13506,13354,15042,11578,12722,10276,13936,12992,11279,13856,14998,11914,11551,12669,10460,12204,15173,11842,13004,10946,10647,14699,10532,14920,12220,11420,13186,10903,14015,13557,10727,27692,10954,14517,14330,14672,10399,11084,10962,12773,13514,15413,10583,12626,10305,10911,13266,15229,12802,14701,15376,14840,13602,14680,11332,13469,10073,14648,15253,11631,75471,14787,10700,12212,13581,11519,12415,13282,14971,13848,14170,10436,13960,10639,10444,15560,10794,15157,12167,11172,10508,11017,12028,14584,14306,14816,11412,13768,15448,15296,13071,10882,13194,11711,11738,10815,10663,15026,15202,11869,11615,11383,12714,10655,12642
1926-01-30,10401,11850,12060,14541,15069,12079,15456,13792,13434,11041,14496,11404,14736,14904,10575,11703,12749,13717,14357,14218,14955,10145,12706,11666,14533,13549,11957,14322,14066,11754,13522,12183,13311,13573,15368,10591,12597,15130,12909,14947,14891,12394,17507,12378,10321,10495,15325,12837,27561,14509,10372,11260,10225,12503,11340,13733,14154,10567,10241,11199,11471,11674,14621,13928,10831,14429,10989,14058,14613,11156,12810,12941,15472,16109,15341,14568,10428,14082,12431,14250,10786,13063,10364,13362,11682,15499,11076,11658,12845,14760,15421,18593,11308,14138,11092,12546,13725,14111,14912,11148,10807,12116,13100,13688,10006,13477,14795,12757,13872,14808,13880,11746,11009,12191,12730,11287,11455,12968,14285,14963,10604,10890,14402,13442,14592,14090,11789,12570,13821,14605,13696,12896,14269,13178,10858,12458,13661,14373,10137,13637,12124,10233,14656,11527,10487,13143,15245,12140,11447,11834,11252,19334,13223,11025,12175,11922,10823,12482,13864,15800,10196,14146,10129,14234,14437,13987,13119,12888,13303,10719,12976,10479,13207,15210,11375,10524,13370,10161,14859,13215,10559,11535,11033,13565,12466,12589,15309,13338,12490,11826,10153,10030,14103,19318,10735,12327,11359,10671,12095,15480,10970,12917,10284,12386,15050,11949,14875,14744,26972,13397,15077,12538,10102,10313,14461,15333,11463,10049,11885,10217,11965,11770,11316,12044,15755,11367,13426,12108,11543,13135,11244,11981,11607,13258,28513,13274,14074,14365,12781,14189,13776,14410,12335,11500,12984,14293,13741,11690,12271,13485,11973,12933,11228,12677,14824,13047,14867,13979,10452,15093,12036,10743,11498,13389,12407,11906,14779,15640,14488,10620,12343,11105,11594,11164,12351,10380,13784,10778,15392,10874,12861,13610,25486,10698,11439,12255,15261,11623,11295,13952,14832,12319,14445,10065,14031,11324,14752,14525,15149,10268,15085,11877,14728,10866,24475,12511,10612,16280,11391,10022,12474,58368,12239,12087,12298,14453,11068,10209,12853,14576,14007,15114,14664,11930,15018,12829,11236,13645,15165,15384,10081,12132,14314,11586,25566,14883,13039,14162,12650,13127,15034,13151,14381,10292,13055,12554,12263,13805,13012,11180,10516,14242,13901,12300,19473,12423,10356,12001,13450,14197,12159,15317,13944,11762,12634,12925,13098,15122,13290,12765,15405,15106,14277,13995,14349,11121,10540,12685,18227,11113,15237,13346,11893,10188,12052,15528,14226,13231,10751,17873,10057,13530,10938,13629,11551,13493,13418,10460,10348,12562,10110,15042,11578,15288,10532,12669,25435,10276,13653,12618,15464,13004,13813,13856,11201,13186,13354,12992,13506,14998,14015,14787,12204,11279,13936,11914,12722,15173,10946,11842,11420,10647,10903,14920,14699,12212,14672,14517,10399,12802,12626,15229,12220,13557,10727,27692,10305,10954,10962,12773,13514,10911,14330,11797,13469,13266,14701,11332,14840,75471,15413,13602,15376,15253,10583,10073,14680,14648,13848,11084,10014,12415,11631,10700,13581,10794,13960,10444,13282,11519,15157,10436,12167,10639,14170,11017,15560,14971,11172,10508,14306,14584,11412,12028,14816,15448,13768,15296,13194,13071
1926-02-27,10401,11850,12060,14541,15069,12079,13792,15456,13434,11041,14496,11404,14736,14904,10575,11703,13717,14955,10145,14218,12706,14357,12749,11666,11957,14533,13549,11754,14322,14066,13522,12183,13573,14947,13311,10321,15368,15130,12378,14891,12909,12597,10591,17507,12394,15325,10372,10495,27561,10241,12837,14509,10567,10225,12503,11340,11260,14154,13733,14621,11199,14058,13928,11471,11674,14429,10831,12810,11156,15472,10989,14613,12431,14568,15341,10428,12941,14250,14760,14082,13063,10364,11076,15499,18593,10786,16109,11682,11092,14138,13688,14808,11308,15421,11148,14111,12546,13362,11658,12845,13725,10807,13100,14795,12116,10006,14912,11746,12191,13477,13880,11009,13872,12968,11455,10890,14963,11287,14285,13442,10604,13821,14592,12896,13696,14605,10858,12730,14402,14269,13661,12570,12458,13178,10233,14090,11789,11834,13637,14656,15800,19334,13143,12124,11447,11025,11527,12175,10487,13223,14373,10823,11922,13864,12140,10137,10129,15544,14146,11252,10479,14234,13987,12976,13119,12482,13303,12888,13207,14437,10524,15245,11375,10161,15309,11535,15210,11033,13370,10559,12466,10196,13215,13565,11826,14103,19318,12490,14859,10719,13338,11359,12589,10153,15480,12327,10970,15077,10735,14875,11949,12095,10284,10102,12386,13397,12917,15050,10671,12538,15333,13135,10313,12044,12108,15536,14744,10049,10030,15595,11463,11244,14461,11885,11543,10217,11770,11316,11367,15640,13426,11690,13258,15755,12781,12271,13274,28513,14365,12343,11981,11607,11965,13776,14410,12933,13389,12335,13741,11500,12677,14824,14867,14189,11498,12984,14293,10743,14074,13485,11228,12351,12036,10620,13047,11105,11906,10778,12407,11594,11623,15392,10874,11164,15093,14488,12474,10452,10380,11439,11973,13979,12861,11391,11295,13784,12319,10065,25486,15261,14779,15085,13610,15579,12255,14445,15149,14752,11930,11877,24475,10268,12298,13952,16280,10022,15587,15552,10698,14728,14832,58368,14525,11324,11068,12087,14007,14031,15114,12511,10866,12239,12853,14576,15165,12829,10081,13039,11236,10209,14162,15018,12132,13151,14664,12554,10612,13645,12263,15384,12650,10516,13450,14381,14197,11180,19473,15034,14883,13901,13055,14242,13012,11586,13805,12423,12300,12001,18526,10292,14277,12634,13098,14314,13127,18227,13290,15106,11762,12159,13944,15405,15122,10540,12925,11121,15317,13995,15501,12685,15528,13493,13231,15237,14787,10356,10110,14226,14349,11113,10751,17873,12765,10348,13629,15288,13530,10188,12562,10460,13856,10057,14453,11893,11551,13506,13653,10276,12618,13418,25435,12669,13346,10938,12052,15464,13936,14015,11578,11914,14998,15173,13813,11201,12992,15042,13186,13004,10532,10399,12722,12204,14920,11842,12626,11279,11420,25566,15608,10946,13354,10903,12773,14517,12212,10647,10954,12220,10305,12802,27692,14699,13266,10962,15229,10727,13514,14672,10911,13557,15376,75471,14330,13469,14701,14840,15413,15253,11332,11797,14680,10073,10014,12415,14648,11631,13848,13602,11084,10700,13581,15157,13768,13960,13282,10436,12167,10444,10794,14971,14584,14170,14306,15560,11172,10508,11017,11519,10639,15632
1926-03-31,10401,11850,12060,14541,12079,15069,13792,13434,11041,15456,14496,11404,14736,14904,10575,11703,14955,14218,10145,14357,12706,11666,11754,11957,15659,14066,13522,14322,13717,13549,12749,12183,14891,14533,13573,14947,13311,15368,15130,10321,12909,12394,17507,12597,10372,15325,14509,27561,12837,10495,10591,10225,12503,10567,14154,11156,10241,13733,11340,11199,12378,13928,10831,11471,11674,14621,14058,12810,14429,10989,10428,15472,11260,14568,15341,14613,12431,14760,14082,12941,14250,14111,10786,10364,13063,15499,11076,12116,11308,14138,11092,13688,11148,14808,16109,18593,12845,11682,11658,13880,11009,11746,10807,14795,13100,15421,10006,12546,12191,13725,12968,13477,14912,13872,12757,10890,13362,10604,13821,11455,12896,14963,11287,14592,12730,13442,12570,14285,14605,19334,10858,14402,12458,14269,10233,13661,13178,13143,14090,15800,11527,13637,10487,10129,11025,13864,14373,13223,10823,14146,11447,14656,14234,12140,12175,11922,12976,13119,11252,14437,12124,10479,11789,13303,10137,12888,10161,11033,15544,13207,15309,11535,11834,11826,14103,13987,13899,11375,10719,12466,13565,15480,11359,15210,13215,13338,10153,12589,12482,10559,19318,12490,12327,14859,15624,10102,15077,10970,10735,14875,12095,13397,15050,15333,10284,11244,10671,10524,13370,13135,10196,12917,15640,12386,10049,11463,12108,10030,15595,13426,11543,10313,14744,11949,12044,14461,11885,10217,11367,11316,15245,12781,11981,12271,12343,13389,14365,11770,12538,12933,13258,12677,15755,14824,11498,14189,28513,11690,10620,13741,14410,13776,13274,14867,12351,11500,14074,10452,10743,11965,10874,11164,11594,12319,10380,11607,12335,12984,15392,14488,12036,13485,10778,13047,11105,10065,10698,13979,11906,15093,11228,14779,12861,11295,15149,12407,15261,14752,14293,14445,15085,24475,12474,10268,58368,11877,11439,13610,14832,12255,15587,11391,11973,11930,16280,15114,14525,14007,11324,13784,25486,10081,12298,11068,14031,15579,15552,12853,11623,11586,14728,10022,14576,11236,12239,12829,14162,13151,12087,10866,13952,14381,13039,15165,13450,13805,12132,14197,12554,12650,15018,11180,14664,12263,10612,10209,13645,10516,19473,12511,13055,14242,13290,14277,10292,13098,18526,12300,15384,14314,13012,13901,12001,12423,11762,15034,18227,10540,11121,13493,13944,15616,15528,13127,19123,14787,14226,15237,15317,12159,12685,10460,13231,15405,14883,12634,10356,10399,11113,13629,13995,10751,13506,11893,15106,15288,10348,17873,15122,10110,13856,13653,15173,12562,14349,11551,10057,15501,12618,12925,14998,13530,14453,10276,16117,14015,13936,12669,10188,13418,10938,13813,11914,15042,25435,12992,10305,12765,11842,12722,12052,10532,13186,12773,12626,11578,13004,11201,13346,12204,25566,10946,13354,11279,14517,10962,15608,14672,11420,10727,13514,12802,10954,10903,12212,27692,14920,12220,15464,13266,10647,10911,14699,14840,13557,11797,15253,13469,11631,14701,15229,15376,13602,10014,14680,13848,12415,10700,75471,11332,13768,14330,15413,10444,11084,14971,10073,12167,13581,10508,13282,11017,14648,14306,14584,10436,13960,15157,11172,10794
1926-04-30,10401,11850,12060,14541,12079,15069,13792,13434,11041,15456,14496,14736,11404,14904,10575,11703,14955,14218,10145,14357,12706,11666,14066,11754,15659,11957,13522,14322,13717,14533,13549,12183,13573,12749,13311,14947,14891,15130,15368,12394,17507,10321,12909,10495,15325,12837,10372,12597,10591,27561,14509,10225,14154,10567,12503,13733,11340,10241,11199,13928,11156,11471,14058,11674,10831,12810,14621,14429,10989,14613,10428,15472,12378,12431,15341,11260,14568,14760,14082,12941,14111,14250,11092,11308,10364,13063,11076,10786,15499,12116,13688,13880,12845,11148,16109,14138,14808,13725,18593,11658,11746,14795,12546,11009,13100,15421,10604,13477,12191,12757,10006,11682,10807,13872,12968,10890,11455,14285,13362,14963,13821,14912,14592,12896,10858,12570,13442,11287,12730,19334,14269,14605,10233,13661,12458,13178,14402,14090,13143,13637,15800,11025,14146,14437,15683,13223,11527,10129,14373,10487,13864,10823,14656,11252,11834,11447,14234,12976,11922,12124,13119,12175,12140,13987,11789,10479,10137,13207,13303,11535,12888,10161,15544,11033,12482,12466,11826,15210,10719,14103,13215,13338,11359,13565,15480,14859,19318,12490,11375,10559,12327,10153,15624,12589,12095,10102,11981,15077,13397,10735,14875,10284,10671,13135,12917,15050,14744,10970,15333,15640,13370,12386,12108,10217,11463,11949,10049,10030,12044,13426,15595,11885,11244,11316,10313,10196,11367,15755,11543,12271,14461,12781,11770,13389,14824,12677,13258,14365,12343,13741,28513,12474,11498,11500,12351,12933,15675,12335,15245,14189,14752,10620,10524,10874,12538,14410,11164,13274,12036,14074,13047,11965,14867,10743,11578,12319,11607,15392,11594,10065,15149,10380,13485,10698,13776,12407,11105,10778,12984,15093,11906,11690,14779,11324,15085,12861,11295,15691,15261,11228,10268,11623,14488,14293,14445,58368,25486,13979,11877,12255,11068,11391,11439,10081,15587,13610,15114,24475,14031,14007,11930,11973,16280,14832,12087,14728,14525,10452,11586,13784,15018,10022,11236,15579,14381,13039,12829,15552,13805,12853,14576,13151,12298,10866,14162,12239,14664,14314,13952,12650,13450,19473,14197,14242,12554,13055,12132,15667,10612,10292,10516,12511,13901,13098,12423,18227,11180,19123,15165,14277,13290,10460,13645,15384,13012,12300,18526,12263,12159,12001,11762,10540,14787,13127,15528,11121,15616,13944,15317,15405,11113,14226,14883,10209,13629,15288,12685,14998,13995,17873,10751,15122,10399,10348,15237,12925,10356,13530,13506,14349,10110,13493,13653,14453,15034,13231,12562,13856,11893,12765,10057,15448,15501,11551,12618,14015,10938,15173,13186,12634,13418,10188,16117,13936,13813,25435,15042,12669,11842,11201,12626,10276,12722,12992,12052,10305,12204,12773,10911,10962,10903,10946,25566,11914,11279,13004,10532,15106,15608,10727,27692,12220,13346,14672,12802,10954,15464,13266,14920,14517,13768,14699,13354,12212,15739,11420,13557,10647,11797,14680,13469,15376,14840,11631,14701,15253,13602,75471,10014,12415,14330,13848,14648,10700,11332,10073,12167,11172,11412,14971,10436,13581,13282,10508,14306,15413,14584,11084,15229,14170
1926-05-28,10401,11850,12060,14541,12079,15069,13792,13434,11041,15456,14496,14736,11404,14904,10575,11703,14955,14218,14357,10145,12706,11666,14066,11754,15659,14533,13522,14322,11957,13549,12183,13311,13573,12749,14891,14947,15130,15368,10321,12394,12909,15325,17507,14509,12837,27561,10495,10591,10372,12597,10225,13733,10567,14154,11340,12503,11199,10241,13928,11156,11471,10989,11674,10831,14058,14429,12810,14621,10428,15341,15894,15472,15704,14613,12431,14760,12378,14082,14568,11260,12941,14250,11308,12116,14111,15499,13063,11076,16109,10364,14138,10786,13725,11092,18593,13880,13688,11148,12845,14808,11658,10604,11746,13477,14795,12546,11009,13100,15421,10006,12191,12757,12968,10890,15720,14963,13872,10807,10858,14090,11455,13821,14285,14592,11287,12896,12570,13442,13362,11682,14269,12730,19334,10233,12458,13661,13178,14912,14605,13143,14402,13864,10823,15683,11025,14146,11527,13223,14437,14373,11834,10129,13637,15800,11922,11252,10487,14656,11447,14234,13119,12976,12482,11535,13987,12124,10479,10137,13303,15544,13207,11033,10161,12175,12140,12888,13215,15210,11789,11826,11375,14103,10719,15480,12490,12466,14859,12589,11359,15624,13338,13565,19318,10153,11981,12095,10559,15077,12327,12917,10102,14875,10735,13370,10284,14744,10671,15333,10217,13135,15050,10970,15640,11949,12044,12108,11244,11885,10030,11316,13426,14752,15595,12386,12474,11463,10049,11543,10313,12271,10196,14365,14824,11367,12343,12781,15755,12677,14461,12933,13389,11770,15712,12335,13741,26972,12351,13258,28513,11500,11164,14189,15675,15245,10620,12538,11594,13047,12036,13485,11498,11324,15392,10065,14410,11690,14074,14867,11578,10698,10524,13274,12319,11105,10743,11228,15149,10874,10380,14445,12407,10268,13776,11965,15691,14779,11607,11295,15093,11906,12298,12861,10778,15261,14293,11623,11068,15085,11930,11391,58368,14031,14488,11877,12984,25486,15114,24475,13039,12255,15587,11439,13610,13979,13784,14007,10452,14832,14525,10081,12087,16280,12853,11236,11586,11973,15018,14381,13805,10022,14728,15579,14197,12829,12239,14576,12554,13151,15552,14664,12650,13952,13901,14314,14162,13450,14242,10612,12132,15528,18227,12511,15384,10866,15667,10292,19473,19123,13098,13055,15165,10516,10460,11180,14277,11113,12300,13290,12001,18526,12423,13645,13012,12159,10540,14787,11762,12263,13944,13127,10399,10209,15317,15405,15616,11121,14226,17873,15122,13629,13530,14883,14998,13717,10356,13493,14453,13506,15288,12765,15173,14349,13995,10348,12925,12685,10751,13653,12204,12562,10938,11893,13856,14015,15034,12618,11551,13186,10110,10911,16117,15448,10057,15042,13936,13813,12669,13231,10188,11201,25435,15237,15106,10305,12634,13768,11842,10962,15501,12722,12626,10903,13418,12773,15464,12992,12052,25566,10276,11279,10532,13004,12220,13266,10727,27692,13354,14920,15608,14517,10954,10946,11914,13346,12802,14672,15739,12212,14699,13469,13557,11631,13602,13848,15376,15253,10647,14680,14840,14701,10444,11797,75471,12415,10014,11420,10700,14330,11412,11332,10073,14971,10508,14648,15413,13581,14306,10436,13282,12167
1926-06-30,10401,11850,12060,12079,14541,15069,13792,13434,15456,11041,14496,14736,11404,14904,11703,10575,14955,14218,10145,14357,12706,14066,11666,11957,11754,15659,14322,13522,14533,14891,12749,13549,13311,12183,14947,13573,15130,11156,15368,12909,12394,10591,10321,15325,17507,27561,12837,10495,14509,10372,12597,10241,10225,14154,13733,10567,12503,11340,10989,11199,11471,13928,14058,14613,11674,10831,12810,15704,15341,14429,14621,15472,10428,11260,14760,15894,12431,14568,12941,14082,14250,12378,12116,13063,15421,10364,11076,11308,15499,16109,10786,12757,11092,14138,13725,13688,13477,11148,14808,12845,11658,11746,13880,18593,10233,14795,13100,11009,12546,10006,10604,13362,12191,10890,11682,15720,12968,13872,14963,14592,10807,13442,12730,11287,11455,13696,14285,13821,12896,14090,10858,12570,19334,14269,13661,12458,14912,14605,15683,13178,11025,13864,11834,10823,11527,11252,14373,14402,15800,13637,13143,14437,10487,10129,13223,11447,11922,14656,12976,10137,14234,12482,11375,13987,11535,13119,12124,15544,13303,11789,10479,12175,10161,15210,13215,13207,12140,12888,11033,12095,14859,15624,12490,13338,12466,14103,11826,19318,12589,15480,10719,10153,11359,10559,12327,13565,15050,12917,15077,11981,10671,13370,10102,10970,10735,13397,14875,10284,14744,15333,12386,10196,13135,15640,10217,12044,13426,11885,10030,10049,11463,11543,11316,12343,12108,11949,15755,15595,11244,12271,15712,14752,14461,10313,12677,15245,14824,12781,14365,11770,11367,14189,13389,12933,13741,28513,12474,12335,12351,15675,11500,11965,11164,10620,12538,13047,10524,11324,13485,13039,13258,11068,14867,11594,10698,15093,14445,26972,11578,11228,11498,15149,15392,12319,15691,11105,14074,10065,12036,11607,12861,10778,14410,13776,10874,11623,11906,14293,15261,14488,10743,13274,11391,25486,10268,11295,11690,14779,12407,11439,15114,15085,58368,15587,14832,11877,24475,14525,12255,12984,14314,12853,13610,13784,11930,15747,11973,15018,11236,12298,10380,10022,13151,14007,14381,12239,16280,11586,10452,14031,10081,18227,13805,12087,15579,14576,12829,12650,14728,13901,13952,14664,10612,18614,15552,13979,13055,13450,14197,12554,14242,11180,13645,11113,15384,15528,17873,10866,14162,19123,13098,10516,15667,10460,13290,19473,10292,15122,14277,11762,12159,13944,13629,12511,14883,11121,12300,12132,18526,13127,13012,10540,10209,15317,12001,12423,12263,10938,14787,13530,15405,15165,10356,13493,14226,12765,10399,15288,10305,14453,15616,13995,12925,13768,14998,10348,15237,14349,10751,15034,12685,15173,13717,13653,11893,12204,12562,11201,13856,10110,11551,14015,10188,12052,13506,12618,12669,13231,10962,16117,12722,10911,15448,13936,13186,11842,25435,10057,10532,13004,15464,12626,12220,13813,12634,15042,25566,12992,10276,12773,11914,15106,13418,15501,10903,11279,15608,13354,10727,27692,10954,13346,11631,13266,10946,12212,14920,14517,15253,12802,15739,14699,13557,13469,11420,13602,13848,14672,15376,14701,14680,12415,10647,11797,14840,10700,14330,15229,10014,75471,10073,11084,10794,10444,10436,11412,10508,11332,14306,11017
1926-07-31,10401,12079,11850,12060,14541,15069,13792,13434,15456,11041,14496,11404,11703,14736,14904,10575,10145,14955,14357,14218,12706,11666,14066,11754,14322,13549,15659,14533,13522,14891,12749,13311,12183,13573,14947,15130,11156,10321,12909,15368,12597,27561,12394,10241,10495,17507,12837,10591,15325,14509,10225,10372,14154,12503,11340,14058,10567,15704,13733,12378,11199,13928,10989,10831,12810,11674,14613,11471,14621,15341,14760,11260,10428,15472,12431,14429,14568,12941,15499,15894,10786,14082,14250,13063,16109,10364,11308,11076,11092,12116,13477,12845,14795,15421,13688,14138,11148,14808,12570,13725,11658,11746,11682,12757,10233,13880,18593,12546,13100,10890,10006,11009,13362,10807,12191,15720,12968,10604,14963,13442,14592,13872,13661,13696,11287,13821,11455,12730,19334,14285,14090,10858,14269,12458,10823,14912,13143,11025,15800,13864,14605,11252,12896,13637,14373,11375,15683,10129,11527,10487,13178,13223,11447,11834,10137,13119,11922,14437,12976,12482,14402,14234,14656,13215,13987,13303,11789,11535,15544,11033,10479,12124,10161,13207,12888,15210,12466,12175,12140,14859,15050,13338,12095,12490,15624,14103,15480,10153,19318,11826,13565,10719,12589,12327,10559,11359,10671,15077,10102,10970,12917,11981,10284,12386,10735,15640,14875,14744,13135,12108,13370,10049,10196,10217,15333,10030,11316,11885,11463,15755,15712,11543,13426,12343,13047,12271,18868,12044,15595,11949,11068,12781,11244,14189,13389,14461,14824,11770,14752,28513,11367,10313,12677,15245,11500,12933,13741,14365,12351,11324,15691,10620,12474,15675,13258,12036,10524,12335,11164,13776,11965,12538,10778,14867,13039,10874,11105,11498,13485,11594,15149,12319,10065,11391,10698,11607,14445,15261,15093,14074,15763,11228,12407,10743,13274,15392,14293,12861,10022,11295,14488,11578,11906,14779,14410,25486,10268,14314,13450,13610,14525,10380,58368,11690,15114,13151,15085,14007,24475,12255,11623,15747,12984,15587,11439,12853,14832,11877,14664,17873,11930,14381,12829,13784,15579,15018,11586,10081,10452,14728,16280,13952,11973,18227,12298,12087,13901,15552,11236,10866,12239,18614,14197,14576,12650,13979,13805,11121,14031,15384,10460,14242,12159,10612,12554,11113,15667,15528,10516,11180,13055,18526,19473,13645,14162,13290,19123,13098,10292,14277,11762,15122,12423,13012,12132,15923,12300,13944,15317,14883,12001,10962,12263,10540,15165,13629,13127,14787,12511,14453,15616,10209,13530,15405,14226,14998,10751,12765,10532,10356,15288,15448,11893,10938,10399,14349,10305,10348,12925,13995,15798,12685,15237,13717,12052,13653,12562,12204,13856,11551,12626,15034,15173,14015,11914,11201,12669,10110,13506,13231,25435,13936,10188,13768,12618,10057,10911,16117,11842,12220,15464,13004,13186,11279,25566,12773,10276,10903,13418,15106,15042,10727,15501,12992,12722,27692,10946,13813,15608,10954,12634,13346,11631,15771,15376,14920,14517,15253,13354,13266,12212,13602,15739,12802,14699,14680,11797,13557,13848,13469,11420,14330,14701,13493,12415,15229,10444,10014,10073,10700,11084,14672,11412,10647,14840,75471,10794,10436,10508,13282
